,path,date,category,FOV,sample,roin,label,iter,left_bgd,right_bgd,ratio_bgd,sigma_bgd,left_width,right_width
669,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA May 2023\20230523\ALBA25_G4_72hpf\rad_dam\serie4\process\crystal\roi3.txt,2023-05-23,crystal,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA May 2023\20230523\ALBA25_G4_72hpf\rad_dam\serie4,64,3,raddam,4.0,0.5780523952722803,0.3966210780699383,0.6861334393106662,0.4874246515108679,1.9137117307984137,1.9714055339474406
670,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA May 2023\20230523\ALBA25_G4_72hpf\rad_dam\serie4\process\crystal\roi4.txt,2023-05-23,crystal,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA May 2023\20230523\ALBA25_G4_72hpf\rad_dam\serie4,64,4,raddam,4.0,0.8244101340250918,0.5857856239871472,0.710551216937513,0.7156491528845276,1.973031296678809,2.130793430696085
671,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA May 2023\20230523\ALBA25_G4_72hpf\rad_dam\serie4\process\crystal\roi5.txt,2023-05-23,crystal,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA May 2023\20230523\ALBA25_G4_72hpf\rad_dam\serie4,64,5,raddam,4.0,0.41555116389515967,0.2893389240745226,0.6962774965239192,0.47121059264581633,1.6108383347439297,2.0089956046450004
672,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA May 2023\20230523\ALBA25_G4_72hpf\rad_dam\serie4\process\crystal\roi6.txt,2023-05-23,crystal,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA May 2023\20230523\ALBA25_G4_72hpf\rad_dam\serie4,64,6,raddam,4.0,0.41867380737475673,0.267432056199676,0.6387599402899748,0.4734663689504791,1.3981830488472626,2.1358573001980363
673,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA May 2023\20230523\ALBA25_G4_72hpf\rad_dam\serie4\process\vesicles\roi1.txt,2023-05-23,vesicle,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA May 2023\20230523\ALBA25_G4_72hpf\rad_dam\serie4,64,1,raddam,4.0,0.005746439097336499,0.006504715397501852,1.1319558577618647,0.004361209107683884,3.0884165513814796,1.4669015056760557
674,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA May 2023\20230523\ALBA25_G4_72hpf\rad_dam\serie4\process\vesicles\roi3.txt,2023-05-23,vesicle,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA May 2023\20230523\ALBA25_G4_72hpf\rad_dam\serie4,64,3,raddam,4.0,0.010449698496610434,0.015149680893200457,1.4497720578363629,0.010342423966097913,3.532230067428376,1.3141394542459102
675,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA May 2023\20230523\ALBA25_G4_72hpf\rad_dam\serie4\process\vesicles\roi4.txt,2023-05-23,vesicle,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA May 2023\20230523\ALBA25_G4_72hpf\rad_dam\serie4,64,4,raddam,4.0,0.009211807594273362,0.012844534042522022,1.3943554412173123,0.00898420127981668,3.532230064907582,1.4288136554883555
676,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA May 2023\20230523\ALBA25_G4_72hpf\rad_dam\serie3\process\crystal\roi2.txt,2023-05-23,crystal,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA May 2023\20230523\ALBA25_G4_72hpf\rad_dam\serie3,66,2,raddam,3.0,0.7613563098939178,0.640986938971567,0.8419013944481235,0.6003567952529562,1.8854252085529748,2.1338364963932444
677,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA May 2023\20230523\ALBA25_G4_72hpf\rad_dam\serie3\process\crystal\roi3.txt,2023-05-23,crystal,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA May 2023\20230523\ALBA25_G4_72hpf\rad_dam\serie3,66,3,raddam,3.0,0.4401771338702,0.2837456426682185,0.6446169526649919,0.4813433006234945,1.5171789861625276,2.0046616457779054
678,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA May 2023\20230523\ALBA25_G4_72hpf\rad_dam\serie3\process\crystal\roi4.txt,2023-05-23,crystal,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA May 2023\20230523\ALBA25_G4_72hpf\rad_dam\serie3,66,4,raddam,3.0,0.7232739780685299,0.5609177992486961,0.7755260333665003,0.7738924917307548,1.7337226500492051,2.205969102723197
679,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA May 2023\20230523\ALBA25_G4_72hpf\rad_dam\serie3\process\crystal\roi5.txt,2023-05-23,crystal,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA May 2023\20230523\ALBA25_G4_72hpf\rad_dam\serie3,66,5,raddam,3.0,0.34627473591042385,0.2698645223843912,0.7793364470407138,0.5495653534076839,1.433997061341915,1.8954407438687615
680,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA May 2023\20230523\ALBA25_G4_72hpf\rad_dam\serie3\process\crystal\roi6.txt,2023-05-23,crystal,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA May 2023\20230523\ALBA25_G4_72hpf\rad_dam\serie3,66,6,raddam,3.0,0.30468829257957925,0.20332861681891684,0.6673332115831493,0.5316431163378823,1.2729265970118977,1.9164540513965471
681,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA May 2023\20230523\ALBA25_G4_72hpf\rad_dam\serie3\process\vesicles\roi1.txt,2023-05-23,vesicle,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA May 2023\20230523\ALBA25_G4_72hpf\rad_dam\serie3,66,1,raddam,3.0,0.005005687627534857,0.006022956570386767,1.2032226176592011,0.004491877265999965,3.5322269791560705,1.7181927745134875
682,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA May 2023\20230523\ALBA25_G4_72hpf\rad_dam\serie3\process\vesicles\roi2.txt,2023-05-23,vesicle,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA May 2023\20230523\ALBA25_G4_72hpf\rad_dam\serie3,66,2,raddam,3.0,0.0023388749578444907,0.002455355876479508,1.0498021145783554,0.00027276702892869986,3.532230066795643,1.1374722308670746
683,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA May 2023\20230523\ALBA25_G4_72hpf\rad_dam\serie3\process\vesicles\roi3.txt,2023-05-23,vesicle,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA May 2023\20230523\ALBA25_G4_72hpf\rad_dam\serie3,66,3,raddam,3.0,0.015876009080192835,0.017733850257295444,1.1170219270925261,0.01717459956219529,2.47933574701686,1.3968914942244273
684,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA May 2023\20230523\ALBA25_G4_72hpf\rad_dam\serie3\process\vesicles\roi4.txt,2023-05-23,vesicle,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA May 2023\20230523\ALBA25_G4_72hpf\rad_dam\serie3,66,4,raddam,3.0,0.01900208702308763,0.019723401103945534,1.0379597293698057,0.019970568801768653,3.488768404143175,1.6176421669989554
685,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA May 2023\20230523\ALBA25_G4_72hpf\rad_dam\serie3\process\vesicles\roi7.txt,2023-05-23,vesicle,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA May 2023\20230523\ALBA25_G4_72hpf\rad_dam\serie3,66,7,raddam,3.0,0.020878804503283388,0.025211239772826022,1.2075039913737071,0.025691488823460173,2.0654679557828217,1.2725980939858943
686,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA May 2023\20230523\ALBA25_G4_72hpf\rad_dam\serie1\process\crystal\roi2.txt,2023-05-23,crystal,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA May 2023\20230523\ALBA25_G4_72hpf\rad_dam\serie1,69,2,raddam,1.0,0.6284159891860875,0.6959167367691799,1.1074141154023118,0.5778982993360988,1.2439726931246486,1.8582565332555534
687,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA May 2023\20230523\ALBA25_G4_72hpf\rad_dam\serie1\process\crystal\roi3.txt,2023-05-23,crystal,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA May 2023\20230523\ALBA25_G4_72hpf\rad_dam\serie1,69,3,raddam,1.0,0.13201948420125012,0.13422470555638646,1.0167037567861932,0.5049483949232892,2.3356517625518083,1.947672005437801
688,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA May 2023\20230523\ALBA25_G4_72hpf\rad_dam\serie1\process\crystal\roi4.txt,2023-05-23,crystal,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA May 2023\20230523\ALBA25_G4_72hpf\rad_dam\serie1,69,4,raddam,1.0,0.38819482234293295,0.4317774799270753,1.1122700640907603,0.8267421690873729,1.4454519277303943,2.0821315424694546
689,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA May 2023\20230523\ALBA25_G4_72hpf\rad_dam\serie1\process\crystal\roi5.txt,2023-05-23,crystal,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA May 2023\20230523\ALBA25_G4_72hpf\rad_dam\serie1,69,5,raddam,1.0,0.20623618256877704,0.23911239135030407,1.159410479635712,0.5939430629409566,1.532872015627725,1.843814502522476
690,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA May 2023\20230523\ALBA25_G4_72hpf\rad_dam\serie1\process\crystal\roi6.txt,2023-05-23,crystal,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA May 2023\20230523\ALBA25_G4_72hpf\rad_dam\serie1,69,6,raddam,1.0,0.10229167391971022,0.11932945544168799,1.1665607851461195,0.6332458173660658,1.9040858099530897,2.1634419166600516
691,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA May 2023\20230523\ALBA25_G4_72hpf\rad_dam\serie1\process\vesicles\roi2.txt,2023-05-23,vesicle,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA May 2023\20230523\ALBA25_G4_72hpf\rad_dam\serie1,69,2,raddam,1.0,0.04163907971503755,0.04575336223091497,1.0988081999898665,0.05405141968268312,3.5322300558112567,1.9957700489948116
692,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA May 2023\20230523\ALBA25_G4_72hpf\rad_dam\serie1\process\vesicles\roi3.txt,2023-05-23,vesicle,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA May 2023\20230523\ALBA25_G4_72hpf\rad_dam\serie1,69,3,raddam,1.0,0.04283686571447576,0.0462820148077544,1.080424863860066,0.05614563725196864,3.532230066763502,3.53223006075124
693,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA May 2023\20230523\ALBA25_G4_72hpf\rad_dam\serie1\process\vesicles\roi4.txt,2023-05-23,vesicle,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA May 2023\20230523\ALBA25_G4_72hpf\rad_dam\serie1,69,4,raddam,1.0,0.03926006715961794,0.03962835384145458,1.0093806941373613,0.06338433707565061,3.5322300574786367,2.440108481300468
694,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA May 2023\20230523\ALBA25_G4_72hpf\rad_dam\serie1\process\vesicles\roi5.txt,2023-05-23,vesicle,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA May 2023\20230523\ALBA25_G4_72hpf\rad_dam\serie1,69,5,raddam,1.0,0.036662481047261775,0.04618858810151227,1.2598325803965735,0.04679620640442328,3.5322300675464233,1.839017309477287
695,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA May 2023\20230523\ALBA25_G4_72hpf\rad_dam\serie1\process\vesicles\roi6.txt,2023-05-23,vesicle,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA May 2023\20230523\ALBA25_G4_72hpf\rad_dam\serie1,69,6,raddam,1.0,0.033489512864171456,0.036493578513970615,1.0897016824933587,0.06135629141929855,3.5322300675347518,3.082114435630742
696,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA May 2023\20230523\ALBA25_G4_72hpf\rad_dam\serie1\process\vesicles\roi7.txt,2023-05-23,vesicle,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA May 2023\20230523\ALBA25_G4_72hpf\rad_dam\serie1,69,7,raddam,1.0,0.0261246789364199,0.03015901745053695,1.1544263385565616,0.046805343585997305,3.425524233924968,3.5322300641780084
697,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA May 2023\20230525\ALBA33_G4_72hpf\Escan\serieOF_tomo06\process\crystals\roi1.txt,2023-05-25,crystal,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA May 2023\20230525\ALBA33_G4_72hpf\Escan\serieOF_tomo06,72,1,low_dose,,0.03041211788265058,0.046469056562417455,1.527978312517557,0.602801336655965,0.9412240135677594,1.550656248380133
698,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA May 2023\20230525\ALBA33_G4_72hpf\Escan\serieOF_tomo06\process\crystals\roi2.txt,2023-05-25,crystal,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA May 2023\20230525\ALBA33_G4_72hpf\Escan\serieOF_tomo06,72,2,low_dose,,0.13657626754190166,0.16817441540182684,1.2313589939791763,0.3053608816865404,1.2218234826253664,1.7901135996530229
699,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA May 2023\20230525\ALBA33_G4_72hpf\Escan\serieOF_tomo06\process\crystals\roi3.txt,2023-05-25,crystal,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA May 2023\20230525\ALBA33_G4_72hpf\Escan\serieOF_tomo06,72,3,low_dose,,0.024546443831623077,0.039608887058900144,1.6136303625322779,0.3276848444304758,1.2765294030697607,2.6107592352085143
700,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA May 2023\20230525\ALBA33_G4_72hpf\Escan\serieOF_tomo06\process\crystals\roi4.txt,2023-05-25,crystal,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA May 2023\20230525\ALBA33_G4_72hpf\Escan\serieOF_tomo06,72,4,low_dose,,0.017673993365223017,0.02542920731332332,1.4387923989696736,0.1550422459673862,1.207692515862962,2.2430533936231116
701,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA May 2023\20230525\ALBA33_G4_72hpf\Escan\serieOF_tomo06\process\crystals\roi5.txt,2023-05-25,crystal,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA May 2023\20230525\ALBA33_G4_72hpf\Escan\serieOF_tomo06,72,5,low_dose,,0.010793311662936733,0.019008838443634435,1.7611683084172476,0.1818024959893673,1.3319700406649737,1.4147799068310896
702,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA May 2023\20230525\ALBA33_G4_72hpf\Escan\serieOF_tomo06\process\vesicles\roi2.txt,2023-05-25,vesicle,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA May 2023\20230525\ALBA33_G4_72hpf\Escan\serieOF_tomo06,72,2,low_dose,,0.005895616845612791,0.010272674957027293,1.7424258098915772,0.015576469688221576,1.5590406824884941,1.7284631834494246
703,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA May 2023\20230525\ALBA33_G4_72hpf\Escan\serieOF_tomo06\process\vesicles\roi3.txt,2023-05-25,vesicle,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA May 2023\20230525\ALBA33_G4_72hpf\Escan\serieOF_tomo06,72,3,low_dose,,0.004895616845612791,0.0061234390388294445,1.250800304014185,0.008576469688221596,2.3224591249449897,2.656935023010609
704,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA May 2023\20230525\ALBA33_G4_72hpf\Escan\serieOF_tomo06\process\vesicles\roi4.txt,2023-05-25,vesicle,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA May 2023\20230525\ALBA33_G4_72hpf\Escan\serieOF_tomo06,72,4,low_dose,,0.0018238293537900787,0.00589370622758745,3.2315009161025987,0.007117295974965787,1.575305906225675,1.5024995243254817
705,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA May 2023\20230525\ALBA33_G4_72hpf\Escan\serieOF_tomo06\process\vesicles\roi5.txt,2023-05-25,vesicle,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA May 2023\20230525\ALBA33_G4_72hpf\Escan\serieOF_tomo06,72,5,low_dose,,0.003936825314946333,0.006210164100769987,1.577454828181688,0.0053773046028856054,0.5090787063576587,1.1544693002321158
706,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA May 2023\20230525\ALBA33_G4_72hpf\Escan\serieOF_tomo06\process\vesicles\roi6.txt,2023-05-25,vesicle,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA May 2023\20230525\ALBA33_G4_72hpf\Escan\serieOF_tomo06,72,6,low_dose,,0.0012172240641259817,0.0016625808915102496,1.3658790854616014,0.0028526935963606864,1.7907592540847272,1.2953535932525262
707,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA May 2023\20230525\ALBA33_G4_72hpf\Escan\serieOF_tomo07\process\crystals\roi1.txt,2023-05-25,crystal,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA May 2023\20230525\ALBA33_G4_72hpf\Escan\serieOF_tomo07,73,1,low_dose,,0.020705604445658665,0.030631692282941214,1.4793913581867806,0.34163564031325444,1.1325394691185109,1.656768825315272
708,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA May 2023\20230525\ALBA33_G4_72hpf\Escan\serieOF_tomo07\process\crystals\roi2.txt,2023-05-25,crystal,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA May 2023\20230525\ALBA33_G4_72hpf\Escan\serieOF_tomo07,73,2,low_dose,,0.03288822103637523,0.0321151543740803,0.9764941174093942,0.26780666368074624,0.8083917944023261,1.8049825210370036
709,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA May 2023\20230525\ALBA33_G4_72hpf\Escan\serieOF_tomo07\process\crystals\roi3.txt,2023-05-25,crystal,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA May 2023\20230525\ALBA33_G4_72hpf\Escan\serieOF_tomo07,73,3,low_dose,,0.044917498744383444,0.07398923648856637,1.647225214155944,0.5261310982163341,1.0824390107073512,1.7883218546571484
710,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA May 2023\20230525\ALBA33_G4_72hpf\Escan\serieOF_tomo07\process\crystals\roi4.txt,2023-05-25,crystal,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA May 2023\20230525\ALBA33_G4_72hpf\Escan\serieOF_tomo07,73,4,low_dose,,0.021976401074716267,0.037089703126887585,1.6877059624452837,0.34324206864482254,0.257928812723964,1.2498081184270513
711,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA May 2023\20230525\ALBA33_G4_72hpf\Escan\serieOF_tomo07\process\crystals\roi5.txt,2023-05-25,crystal,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA May 2023\20230525\ALBA33_G4_72hpf\Escan\serieOF_tomo07,73,5,low_dose,,0.02339513514789937,0.042756311835497385,1.8275727652437366,0.3232979538924461,0.4569241370008572,1.3934931122785434
712,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA May 2023\20230525\ALBA33_G4_72hpf\Escan\serieOF_tomo07\process\vesicles\roi2.txt,2023-05-25,vesicle,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA May 2023\20230525\ALBA33_G4_72hpf\Escan\serieOF_tomo07,73,2,low_dose,,0.00942853156219603,0.03209695300342996,3.4042366822129146,0.02554782756342333,0.6038679796647287,1.1816276105686712
713,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA May 2023\20230525\ALBA33_G4_72hpf\Escan\serieOF_tomo07\process\vesicles\roi3.txt,2023-05-25,vesicle,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA May 2023\20230525\ALBA33_G4_72hpf\Escan\serieOF_tomo07,73,3,low_dose,,0.010214190341303109,0.04580256285621043,4.484208862938324,0.046290113428641866,0.745264023363319,1.212836973328238
714,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA May 2023\20230525\ALBA33_G4_72hpf\Escan\serieOF_tomo07\process\vesicles\roi4.txt,2023-05-25,vesicle,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA May 2023\20230525\ALBA33_G4_72hpf\Escan\serieOF_tomo07,73,4,low_dose,,0.017721466835272315,0.04646590738360934,2.6220124900228288,0.05158806732108767,3.5322300675463687,1.372575621115974
715,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA May 2023\20230525\ALBA33_G4_72hpf\Escan\serieOF_tomo07\process\vesicles\roi5.txt,2023-05-25,vesicle,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA May 2023\20230525\ALBA33_G4_72hpf\Escan\serieOF_tomo07,73,5,low_dose,,0.018204281255212673,0.033082473005442314,1.8172908087744124,-0.003996799019227004,2.33546113092587,1.1870627384224397
716,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA May 2023\20230525\ALBA33_G4_72hpf\Escan\serieOF_tomo07\process\vesicles\roi6.txt,2023-05-25,vesicle,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA May 2023\20230525\ALBA33_G4_72hpf\Escan\serieOF_tomo07,73,6,low_dose,,0.019176299699266486,0.04799979911013097,2.503079314721339,0.03853381716151261,3.5322300675464207,1.3041511209922667
717,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA May 2023\20230525\ALBA33_G4_72hpf\Escan\serieOF_tomo07\process\vesicles\roi7.txt,2023-05-25,vesicle,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA May 2023\20230525\ALBA33_G4_72hpf\Escan\serieOF_tomo07,73,7,low_dose,,0.0156913491171502,0.026439578880407155,1.6849780527481506,-0.001914345270530693,2.949252244677118,1.3347920189820952
718,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA May 2023\20230525\ALBA33_G4_72hpf\Escan\serieOF_tomo08\process\crystals\roi1.txt,2023-05-25,crystal,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA May 2023\20230525\ALBA33_G4_72hpf\Escan\serieOF_tomo08,74,1,low_dose,,0.06412105909149635,0.07837597576164793,1.222312558028881,0.10468020494744404,1.1549539402271525,1.726162783454342
719,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA May 2023\20230525\ALBA33_G4_72hpf\Escan\serieOF_tomo08\process\crystals\roi10.txt,2023-05-25,crystal,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA May 2023\20230525\ALBA33_G4_72hpf\Escan\serieOF_tomo08,74,10,low_dose,,0.04029773437717399,0.07064032278543617,1.7529601571211224,0.3469489490076277,1.4954906571415416,1.7536993101655118
720,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA May 2023\20230525\ALBA33_G4_72hpf\Escan\serieOF_tomo08\process\crystals\roi2.txt,2023-05-25,crystal,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA May 2023\20230525\ALBA33_G4_72hpf\Escan\serieOF_tomo08,74,2,low_dose,,0.17917269968231886,0.22627452770333373,1.2628850718023923,0.6468667778890835,1.2839125236348097,1.8098673200005109
721,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA May 2023\20230525\ALBA33_G4_72hpf\Escan\serieOF_tomo08\process\crystals\roi3.txt,2023-05-25,crystal,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA May 2023\20230525\ALBA33_G4_72hpf\Escan\serieOF_tomo08,74,3,low_dose,,0.027806757869968397,0.030077362460047503,1.081656574301004,0.028779772515287426,1.1703942353295012,2.1374333938143835
722,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA May 2023\20230525\ALBA33_G4_72hpf\Escan\serieOF_tomo08\process\crystals\roi4.txt,2023-05-25,crystal,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA May 2023\20230525\ALBA33_G4_72hpf\Escan\serieOF_tomo08,74,4,low_dose,,0.04106365753569824,0.0667924101641077,1.6265577440597552,0.24748849975324416,1.1097064435400772,1.604228562847913
723,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA May 2023\20230525\ALBA33_G4_72hpf\Escan\serieOF_tomo08\process\crystals\roi5.txt,2023-05-25,crystal,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA May 2023\20230525\ALBA33_G4_72hpf\Escan\serieOF_tomo08,74,5,low_dose,,0.04483813351260296,0.06335144389412001,1.4128920838400507,0.33127456600391814,1.171338476779389,1.805138793782804
724,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA May 2023\20230525\ALBA33_G4_72hpf\Escan\serieOF_tomo08\process\crystals\roi6.txt,2023-05-25,crystal,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA May 2023\20230525\ALBA33_G4_72hpf\Escan\serieOF_tomo08,74,6,low_dose,,0.04060224924474348,0.06967462977043781,1.7160288177743785,0.23486282594780178,1.1765599437837004,1.4923965917454982
725,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA May 2023\20230525\ALBA33_G4_72hpf\Escan\serieOF_tomo08\process\crystals\roi7.txt,2023-05-25,crystal,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA May 2023\20230525\ALBA33_G4_72hpf\Escan\serieOF_tomo08,74,7,low_dose,,0.032172264741386444,0.06444222654995409,2.0030366860389384,0.25704804478381893,1.6040442094898815,1.5170333775807185
726,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA May 2023\20230525\ALBA33_G4_72hpf\Escan\serieOF_tomo08\process\crystals\roi8.txt,2023-05-25,crystal,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA May 2023\20230525\ALBA33_G4_72hpf\Escan\serieOF_tomo08,74,8,low_dose,,0.02078717880832459,0.059248719354063464,2.8502530285801106,0.23103432110694566,1.6329633744183372,1.3836399668547852
727,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA May 2023\20230525\ALBA33_G4_72hpf\Escan\serieOF_tomo08\process\crystals\roi9.txt,2023-05-25,crystal,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA May 2023\20230525\ALBA33_G4_72hpf\Escan\serieOF_tomo08,74,9,low_dose,,0.04107786174005856,0.06539925183069126,1.592080236418801,0.33372659547890793,1.511847047895587,1.884175606023367
